1.jpg,254.63431,328.47864,-250.9957,259.9629,315.54785,-236.2981,265.2623,315.1341,-236.18936,270.71658,314.64755,-236.2238,245.2505,316.56885,-239.99149,239.15916,316.74667,-239.95013,233.0762,317.0256,-240.068,275.44278,322.6979,-124.24935,223.61374,325.4643,-135.93837,264.00537,342.43097,-208.36525,243.33244,343.76678,-211.28549,299.1077,388.43594,-45.61799,192.17476,393.23688,-43.946114,323.52798,447.8984,-110.84382,150.1011,446.3342,-67.10629,368.85443,409.24805,-322.0287,97.36934,403.80667,-220.47537,385.13126,397.5916,-357.14584,80.93302,393.07217,-251.07462,388.42975,388.85547,-378.93484,81.790215,381.02594,-262.52182,377.25266,394.08246,-337.82428,90.92312,385.0431,-231.21455,284.01038,556.4797,-4.270146,224.85443,560.6602,4.767799,287.0482,674.1782,66.08159,229.6601,671.9331,80.351974,286.81845,771.27136,241.08932,237.50085,770.5276,272.53314,278.00516,781.0976,251.69705,244.24673,779.6963,284.1209,308.2591,823.4445,130.78448,228.74231,825.4889,164.25938
10.jpg,249.0738,285.057,-478.2027,254.85867,272.5162,-453.9894,259.5825,272.2183,-454.07852,264.46927,271.8578,-454.21896,241.29137,273.08353,-450.68353,236.31776,273.034,-450.3486,231.4144,273.06732,-450.0709,270.48126,277.9153,-295.35345,225.85266,279.13153,-276.1551,258.86365,296.67105,-419.2625,240.28549,297.01428,-413.38553,299.40375,347.3765,-177.56502,201.87143,348.9936,-129.4411,324.4799,428.17902,-214.53726,172.92532,429.57224,-90.931274,379.42343,474.99213,-505.2705,120.4265,481.63696,-278.84796,399.3971,489.72794,-555.44415,102.33209,499.40518,-308.6465,407.7515,486.1411,-605.69116,94.86668,492.44894,-354.9455,396.88965,482.4685,-534.3086,103.3216,486.0766,-305.54025,281.24588,515.1808,-14.817265,222.71713,515.5025,16.129202,270.13354,642.5873,40.898926,222.04475,638.82465,52.422264,271.64072,750.3694,339.25253,218.59633,750.7898,320.37616,271.4583,759.62366,356.06827,219.79791,761.68335,333.7393,261.36984,803.4618,170.26779,223.2754,803.0119,144.77895
11.jpg,244.8969,269.1853,-458.0934,251.80626,256.34622,-436.57602,256.8813,256.0837,-436.52332,262.07645,255.73187,-436.4713,238.04843,256.89673,-430.36072,233.15315,256.83517,-430.21518,228.30373,256.8517,-430.19418,269.9446,262.07095,-287.77426,224.69968,263.2157,-258.1841,255.78479,281.22876,-402.83878,236.77075,281.6073,-393.75677,302.27805,335.96133,-146.20404,200.19699,336.2462,-145.52008,333.64557,421.11237,-147.46419,176.7767,424.6958,-177.63568,396.099,466.904,-387.3962,121.69929,466.189,-438.09973,416.26212,478.48486,-428.04855,101.83485,482.29498,-485.46655,427.06158,474.45456,-479.48337,97.507935,469.80865,-519.39343,416.2794,471.7025,-417.92688,107.09824,464.20514,-461.81058,283.00812,504.82092,-5.0292077,224.04538,505.03812,6.2271066,270.60257,629.6553,53.52287,225.768,625.40436,5.950038,270.9424,734.1823,346.32162,229.34135,734.6283,303.68564,270.44467,743.21594,364.0686,231.681,744.5377,320.7657,261.76822,786.1152,199.20409,233.03069,786.9601,146.8417
12.jpg,248.01944,269.7059,-424.98505,254.06697,254.85136,-403.59607,259.4517,254.16994,-403.5233,264.95508,253.41074,-403.5196,239.18083,256.10202,-400.4011,233.6631,256.13397,-400.21637,228.20999,256.25272,-400.1408,272.5204,257.46487,-248.29472,222.8254,260.90723,-232.85904,259.81027,280.1001,-366.18192,239.34317,281.33685,-361.2234,305.27542,324.18085,-109.65764,201.88396,330.8827,-112.31009,333.1492,408.3732,-97.04547,179.67427,422.0216,-153.65297,386.22284,457.105,-323.07944,124.36338,454.16068,-422.09946,405.41553,470.8305,-356.91806,103.31744,467.19223,-469.9208,413.30286,467.22867,-405.7706,98.96347,453.6769,-500.7288,403.42184,463.75357,-350.58966,109.018005,449.01758,-445.02332,287.14542,497.5224,1.2657621,227.01974,499.5532,-0.25664333,275.05722,625.56354,37.146442,230.46985,621.5842,-12.275847,267.47006,733.48157,314.53,234.3788,731.50836,273.21317,263.3686,743.5352,331.42676,237.00818,741.94806,288.99875,265.74826,785.4863,175.1482,239.44186,783.9772,118.72109
13.jpg,249.57637,267.06927,-383.58032,255.04022,252.01727,-360.4631,260.80328,251.12833,-360.38828,266.7006,250.15817,-360.3698,239.00548,254.14796,-359.1428,232.84738,254.6228,-359.0363,226.72777,255.18216,-359.12952,274.15695,256.69342,-202.3601,220.19714,262.9496,-194.63222,262.366,279.28906,-324.56894,240.2377,281.7532,-321.83206,308.12463,331.18085,-72.65368,201.70186,337.26688,-76.194176,335.77496,417.98114,-76.76712,181.21457,427.34326,-139.5132,390.27393,457.47046,-313.1915,125.25399,446.80817,-430.85272,410.6871,469.15582,-346.5815,103.023315,455.6011,-481.11945,417.80295,464.5157,-394.1051,101.32568,442.8458,-507.20508,406.6832,461.41,-339.8734,112.061325,440.01062,-451.97366,290.09625,504.36722,0.3285687,226.8918,505.57697,0.6450419,278.6545,631.7011,12.689132,231.49326,621.9366,-96.34555,270.67252,744.7224,273.5789,242.49655,738.7869,184.87843,266.0441,755.8239,288.94284,245.266,749.1091,200.94835,273.8558,799.6412,122.675026,253.46053,795.48444,22.272831
136.jpg,269.14713,323.64825,-549.38855,275.97568,308.8181,-531.57947,281.01367,308.4669,-531.46484,286.2077,308.04938,-531.4351,262.31262,309.3104,-531.0547,257.04028,309.06888,-530.9959,251.76248,308.91486,-531.1769,291.2369,312.75787,-367.15823,244.9691,313.25455,-364.4836,278.19113,333.77863,-485.4142,258.706,333.9344,-484.17654,321.20792,368.0101,-230.48204,212.20358,372.22162,-223.25407,372.71487,424.38245,-317.9775,163.94028,422.2073,-317.86276,440.24237,399.22464,-598.72394,100.34163,371.49475,-596.43396,461.15094,394.86316,-656.0971,82.21163,361.0655,-661.1722,462.2616,381.92722,-689.62213,79.99704,342.70334,-677.4911,451.84702,384.00742,-621.2821,86.81234,345.8834,-615.8806,302.17966,530.6002,0.987901,241.70273,530.66187,-0.11759517,291.95245,654.43524,38.399506,240.77246,647.6414,51.21949,291.58405,752.2374,307.87808,246.76814,752.1224,328.65585,289.15683,760.1072,323.94843,250.26381,760.3428,344.45844,289.5162,806.0213,131.55092,250.72012,809.1109,158.05075
137.jpg,266.1101,332.52142,-456.50192,274.55704,318.0028,-439.33212,280.1985,317.72195,-439.26373,285.9458,317.36768,-439.26898,260.2284,318.42523,-436.12497,254.9036,318.18198,-436.01096,249.6051,318.03558,-436.08682,295.41287,322.9843,-289.65527,246.28654,323.34323,-275.091,278.3579,343.52527,-398.56757,257.9076,343.68048,-393.96085,327.44037,381.06146,-154.14127,220.84023,379.32346,-156.1968,368.46732,438.59726,-188.28723,172.07065,428.0089,-209.71643,438.45245,422.53024,-420.90427,106.12828,394.89194,-464.0636,460.79108,418.86966,-467.65036,85.67746,388.919,-519.2986,463.60486,406.8187,-506.99252,85.08156,372.9269,-545.63947,452.86108,408.9423,-444.30984,93.23326,375.88824,-485.5708,308.72482,545.1008,5.1448216,249.89287,543.64166,-4.1772666,294.31796,658.22906,43.528023,248.35141,652.8771,34.729183,289.84293,753.90137,283.7327,255.6268,753.3419,281.0765,285.0722,762.9783,297.55734,261.47256,762.5923,294.0678,294.42615,806.89703,129.81528,250.56143,807.6696,130.32545
138.jpg,272.78607,342.49948,-566.3779,279.74365,326.6329,-551.3795,285.05838,326.23856,-551.3287,290.4766,325.7858,-551.39465,265.9034,326.69305,-549.3432,260.589,326.13785,-549.23303,255.26859,325.68,-549.33044,297.55222,327.6229,-385.8533,249.9903,327.24216,-379.3151,283.07578,351.2872,-500.5468,263.83917,351.20486,-497.9631,329.43805,384.2515,-226.3279,217.22844,379.64035,-248.31042,363.5788,462.57025,-321.66022,170.88206,448.03955,-333.8139,429.6214,461.40723,-650.1272,104.66457,433.53183,-622.0345,450.8426,460.98782,-713.3665,83.96636,431.29355,-678.7852,456.37103,449.35834,-756.45917,77.51427,416.55084,-711.19855,444.37265,450.10794,-676.8002,86.23524,419.1042,-645.2825,308.78482,558.8457,15.194936,246.31317,556.3315,-13.927192,294.95062,672.56573,102.29656,245.89978,665.25244,54.72175,287.88367,759.6896,420.62308,249.54414,761.3244,342.88116,281.3334,768.3966,441.9129,251.96902,770.18427,360.0904,294.82935,810.59973,273.63016,253.5287,814.52496,181.69781
139.jpg,275.28067,327.6438,-537.0081,281.20505,313.41116,-516.06494,286.14145,313.26102,-516.0475,291.2155,313.07214,-516.1263,267.92072,313.1041,-517.5207,262.66028,312.5745,-517.36475,257.40607,312.1578,-517.4203,295.91855,317.0446,-346.2233,250.01436,315.48947,-350.32608,284.14862,337.99908,-470.93176,264.8827,337.6114,-471.17615,324.10782,379.995,-199.2682,216.68051,380.06784,-208.8915,356.85013,454.73343,-272.98517,180.33167,455.2183,-220.84995,422.08627,469.30142,-612.9923,111.143616,462.61945,-427.21567,443.39438,475.62933,-671.7559,91.39255,466.997,-454.34793,451.0365,464.90054,-722.55554,76.97498,453.67215,-500.62057,438.8546,463.48178,-643.1294,85.37534,453.79187,-453.1761,306.10635,553.31793,5.24369,244.68715,552.0734,-3.9119818,291.9642,668.0152,133.68158,244.85405,659.77026,115.02846,293.59778,753.3903,508.56064,249.7678,753.7922,449.26758,290.80258,759.6492,535.593,252.79373,761.3748,471.82635,292.3828,806.9242,370.13855,250.09053,808.8474,298.94894
140.jpg,275.8239,319.88205,-536.57355,282.8402,304.17212,-518.49713,288.0314,303.98764,-518.41327,293.35223,303.75943,-518.44165,269.22394,303.69992,-518.4306,263.88586,302.9697,-518.3011,258.53296,302.36807,-518.2414,299.48135,306.46146,-349.7992,252.06184,304.19348,-347.11487,285.20618,329.8947,-469.671,265.89676,329.0791,-468.2462,326.47446,365.22974,-194.74944,219.49579,365.9856,-207.66582,355.463,437.62967,-257.54697,185.04134,447.8634,-194.1285,413.56784,472.5567,-573.29144,129.06932,482.06955,-346.61417,434.68143,485.17365,-624.63257,112.70335,492.55234,-363.30344,439.7039,478.32578,-681.852,99.39786,485.05063,-418.03174,428.0038,476.7022,-604.63776,108.18292,484.00073,-373.23865,306.3683,545.54254,12.894695,245.95018,542.7565,-11.69081,289.82904,661.7631,152.04552,249.99182,655.5041,76.84108,290.85938,752.0529,519.78357,253.12474,755.633,373.55157,286.15247,758.1854,545.3393,254.67464,763.9362,391.6537,291.65884,807.4457,377.88715,256.67493,811.25146,215.07397
